title,artist,lyrics,rank,last_week,peak_rank,weeks_on_chart,release_year,lyric_length,word_count,top_emotion,top_emotion_score,anger,disgust,fear,joy,neutral,sadness,surprise
I'm The Problem,Morgan Wallen,"You say I'll never change I'm just a-go around town with some gasoline Just tryin' to bum a flame Gonna burn the whole place down And how do you explain Ever fallin' in love with a guy like me in the first place Then turn around, say that I'm the worst thing? I guess I'm the problem And you're Ms. ""Never Do No Wrong"" If I'm so awful Then why'd you stick around this long? And if it's the whiskey Then why you keep on pullin' it off the shelf? You hate that when you look at me, you halfway see yourself And it got me thinkin' If I'm the problem, well, you might be the reason We try to go our sеparate ways And we're back and forth likе a swingin' door And tomorrow's like yesterday Some days better than the night before And you're back to me again Then you go and tell your friends That I'm the problem And you're Ms. ""Never Do No Wrong"" If I'm so awful Then why'd you stick around this long? And if it's the whiskey Then why you keep on pullin' it off the shelf? You hate that when you look at me, you halfway see yourself And it got me thinkin' If I'm the problem, well, you might be the reason If I'm such a waste of breath, such a waste of time Then why you on your way to waste another Friday night? If I'm the problem And you're Ms. ""Never Do No Wrong"" If I'm so awful Then why'd you stick around this long? And if it's the whiskey Then why you keep on pullin' it off the shelf? You hate that when you look at me, you halfway see yourself And it got me thinkin' If I'm the problem, well, you might be the reason",11,11,2,26,2025,313,308,disgust,0.6720836162567139,0.1960517317056656,0.6720836162567139,0.08648949861526489,0.0018471530638635159,0.019259938970208168,0.01418488472700119,0.010083166882395744
Luther,Kendrick Lamar & SZA,"Eğer bu dünya benim olsaydı Hey, Roma rakamıyla yedi, bebeğim, sıcakmış gibi götünü düşür Eğer bu dünya benim olsaydı, hayallerini alır ve çoğaltırdım Eğer bu dünya benim olsaydı, düşmanlarını Tanrı'nın önüne götürürdüm Onları o ışıkla tanıştırırdım, sert şekilde o ateşle vururdum Fah-fah, fah-fah-fah, fah-fah, fah Hey, Roma rakamıyla yedi, bebeğim, sıcakmış gibi götünü düşür Eğer bu dünya benim olsaydı, hayallerini alır ve çoğaltırdım Eğer bu dünya benim olsaydı, düşmanlarını Tanrı'nın önüne götürürdüm Onları o ışıkla tanıştırırdım, sert şekilde o ateşle vururdum Bu bir hava, dansını yap, seyretmelerine müsaade et Kız bir hayran, oğlan bir fiyasko, sadecе rahatlamak istiyorlar, yok Bu dünyada, beton çiçekler büyür Kalp sancısı, sadеce bildiğini yapıyor Hafta sonları, duygularını yatıştır Daha iyi günler geliyordur eminim Eğer bu dünya— Eğer bana kalsaydı Bu kimselere hiç sempati göstermezdim Acıyı alıp, sana her şeyi verirdim Sadece seni kazanırken görmek istiyorum, görmek istiyorum Eğer bu dünya benim olsaydı İçeri giriyor (Sen), dışarı çıkıyor (Sür), çok yavaşça yap (Kaydır) Tatlım, sen bir yıldızsın, saldır, poz ver Seninleyken (Sen), her şey (Benimleyken), tamam (Yavaş) Gel ve (Bunu), bunu (Ruhuma), ruhuma (Titi), yerleştir (Yerleştir) 'Rari (Kırmızı), taç (Diz), bilek (Kal), dondum (Gerçekten) Eve dönerken (Beni), para (Sevip sevmediğini), akıt (Söyle) Bu dünyada, beton çiçekler büyür Kalp sancısı, sadece bildiğini yapıyor Hafta sonları, duygularını yatıştır Daha iyi günler geliyordur eminim Eğer bu dünya— Eğer bana kalsaydı Bu kimselere hiç sempati göstermezdim Acıyı alıp, sana her şeyi verirdim Sadece seni kazanırken görmek istiyorum, görmek istiyorum Eğer bu dünya benim olsaydı Yalan söyleyemem Sana güveniyorum, seni seviyorum, vaktini boşa harcamayacağım Seni mutlu edebileyim diye keseceğim Sesli şekilde söylemeni sağlayacağım Dalga geçmiyorum, seni strese sokmayacağım Senin için yerleşebilirim bile, profesyonel olduğumu sana göstereceğim Acele etmeyeceğim ve keseceğim Sadece seni mutlu edebileyim diye, tatlım Hafta sonları, duygularını yatıştır Daha iyi günler geliyordur eminim Biliyorum geliş sebebinin Daha iyi günler olduğunu Eğer bu dünya benim olsaydı",12,9,1,36,2024,317,306,neutral,0.6322346329689026,0.04713481664657593,0.03590242192149162,0.04645949974656105,0.1585879772901535,0.6322346329689026,0.04744439944624901,0.03223629668354988
Manchild,Sabrina Carpenter,"Oh boy You said your phone was broken, just forgot to charge it Whole outfit you're wearing, God, I hope it's ironic Did you just say you're finished? Didn't know we started It's all just so familiar, baby, what do you call it? Stupid Or is it slow? Maybe it's useless? But there's a cuter word for it, I know Man-child Why you always come a-running to me? Fuck my life Won't you let an innocent woman be? Never heard of self-care Half your brain just ain't there Man-child Why you always come a-running, taking all my loving from me? Why so sexy if so dumb? And how survive the Earth so long? If I'm not there, it won't get done I choose to blame your mom Man-child Why you always come a-running to me? Fuck my life Won't you let an innocent woman be? Never heard of self-care Half your brain just ain't there Man-child Why you always come a-running, taking all my loving from me? Oh, I like my boys playing hard to get And I like my men all incompetent And I swear they choose me, I'm not choosing them Amen, hey, men Oh, I like my boys playing hard to get (Play hard to get) And I like my men all incompetent (Incompetent) And I swear they choose me, I'm not choosing them (Not choosing them) Amen (Amen), hey, men (Hey, men) Man-child Why you always come a-running to me? (Always come a-running to me) Fuck my life Won't you let an innocent woman be? (Amen) Oh, I like my boys playing hard to get (Play hard to get) And I like my men all incompetent (Incompetent) And I swear they choose me, I'm not choosing them (Not choosing them) Amen (Amen), hey, men (Hey, men)",13,13,1,8,2025,344,300,anger,0.4854273498058319,0.4854273498058319,0.263073593378067,0.05050943046808243,0.003764065681025386,0.06262724846601486,0.025932373479008675,0.10866590589284897
Pink Pony Club,Chappell Roan,"I know you wanted me to stay But I can't ignore the crazy visions of me in L.A. And I heard that there's a special place Where boys and girls can all be queens every single day I'm having wicked dreams of leaving Tennessee Hear Santa Monica, I swear it's calling me Won't make my mama proud, it's gonna cause a scene She sees her baby girl, I know she's gonna scream ""God, what have you done? You're a pink pony girl, and you dance at the club,"" oh mama I'm just having fun On the stage in my heels, it's where I belong, down at the Pink Pony Club, I'm gonna keep on dancing at the Pink Pony Club, I'm gonna keep on dancing down in West Hollywood, I'm gonna keep on dancing at the Pink Pony Club, Pink Pony Club I'm up and jaws are on the floor Lovers in the bathroom and a line outside the door Black lights and a mirrored disco ball Every night's another reason why I left it all I thank my wicked dreams, a year from Tennessee Oh, Santa Monica, you've been too good to me Won't make my mama proud, it's gonna cause a scene She sees her baby girl, I know she's gonna scream ""God, what have you done? You're a pink pony girl, and you dance at the club,"" oh mama I'm just having fun On the stage in my heels, it's where I belong, down at the Pink Pony Club, I'm gonna keep on dancing at the Pink Pony Club, I'm gonna keep on dancing down in West Hollywood, I'm gonna keep on dancing at the Pink Pony Club, Pink Pony Club Don't think I've left you all behind Still love you and Tennessee, you're always on my mind And mama, every Saturday I can hear your Southern drawl a thousand miles away, saying ""God, what have you done? You're a pink pony girl, and you dance at the club,"" oh mama I'm just having fun On the stage in my heels, it's where I belong, down at the Pink Pony Club, I'm gonna keep on dancing at the Pink Pony Club, I'm gonna keep on dancing down in West Hollywood, I'm gonna keep on dancing at the Pink Pony Club, Pink Pony Club I'm gonna keep on dancing I'm gonna keep on dancing",14,15,4,59,2020,441,396,joy,0.4021204710006714,0.15453428030014038,0.044206403195858,0.030426055192947388,0.4021204710006714,0.10709108412265778,0.047220733016729355,0.2144010215997696
Beautiful Things,Benson Boone,"For a while there, it was rough But lately, I've been doin' better Than the last four cold Decembers I recall And I see my family every month I found a girl my parents love She'll come and stay the night, and I think I might have it all And I thank God every day For the girl He sent my way But I know the things He gives me, He can take away And I hold you every night And that's a feeling I wanna get used to But there's no man as terrified as the man who stands to lose you Oh, I hope I don't losе you Mm, please stay I want you, I need you, oh God Don't take Thеse beautiful things that I've got Please stay I want you, I need you, oh God Don't take These beautiful things that I've got Oh, ooh Please don't take I found my mind, I'm feelin' sane It's been a while, but I'm finding my faith If everything's good and it's great, why do I sit and wait 'til it's gone? Oh, I'll tell ya, I know I've got enough I've got peace and I've got love But I'm up at night thinkin' I just might lose it all Please stay I want you, I need you, oh God Don't take These beautiful things that I've got Oh, ooh Please stay I want you, I need you, oh God I need These beautiful things that I've got",15,14,2,79,2024,290,249,fear,0.9876865744590759,0.002011101460084319,0.0009581306949257851,0.9876865744590759,0.0013497009640559554,0.004125270526856184,0.0024480808060616255,0.001421135850250721
Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee","Hey, hey Hey, hey Hey Don't want you, need you Yeah, I need you to fill me up 마시고 마셔 봐도 성에 차지 않아 Got a feeling that, oh, yeah (Yeah) You could be everything that That I need (Need), taste so sweet (Sweet) Every sip makes me want more, yeah Lookin' like snacks 'cause you got it like that (Woo) Take a big bite, want another bite, yeah 너의 모든 걸 난 원해, 원해, 원해 너 말곤 모두 뻔해, 뻔해, 뻔해 When you're in my arms, I hold you so tight (So tight) Can't let go, no, no, not tonight 지금 당장 날 봐 시간 없잖아 넌 내꺼야 이미 알고 있잖아 'Cause I need you to need me I'm empty, you feed me so refreshing My little soda pop You're all I can think of Every drop I drink up You're my soda pop My little soda pop Cool me down, you're so hot Pour me up, I won't stop You're my soda pop My little soda pop My little soda pop Uh, make me wanna flip the top 한 모금에 you hit the spot Every little drip and drop, fizz and pop, ah 소름 돋아 it's gettin' hot Yes, I'm sippin' when it's drippin' now It's done? I need a second round And pour a lot and don't you stop 'Til my soda pop fizzles out 꿈 속에 그려왔던 너 난 절대 놓칠 수 없어 널 원해 꼭 I waited so long for a taste of soda So, the wait is over, baby Come and fill me up Just can't get enough Oh You're all I can think of Every drop I drink up You're my soda pop My little soda pop (Yeah, yeah) Cool me down, you're so hot Pour me up, I won't stop (Oh, oh) You're my soda pop My little soda pop Ooh, ooh Ooh, ooh You're my soda pop Gotta drink every drop",16,21,16,5,2025,327,320,joy,0.6512793898582458,0.04515155777335167,0.02712097577750683,0.007521059364080429,0.6512793898582458,0.20169351994991302,0.04330119490623474,0.023932309821248055
Good News,Shaboozey,"Man, what a hell of a year it's been Keep on bluffin', but I just can't win Drowned my sorrows, but they learned to swim Man, what a hell of a year it's been Head in a bottle, but my heart in a case It's gettin' harder to act my age Play a sad song on a tiny violin For the man at the bar confessin' his sins I need some good news Sittin' here, sippin' on cold truth Nobody knows what I'm goin' through Bet the devil wouldn't walk in my shoes Wish someone told me Livin' this life would be lonely Tryna get away from the old me Still stuck singin' these blues All I really need is a little good news Love keeps knockin', but I just ain't home Ain't pickin' no flowers from the seeds that I've sown They say it gets darker when you're coverin' them doors Still lookin' for the right at the end of my wrongs At the end of my wrongs I need some good news Sittin' here, sippin' on cold truth Nobody knows what I'm goin' through Bet the devil wouldn't walk in my shoes Wish someone told me Livin' this life would be lonely Tryna get away from the old me Still stuck singin' these blues All I really need is a little good news Is a little good news Ooh, oh Oh I need some good news Sittin' here, sippin' on cold truth Nobody knows what I'm goin' through Bet the devil wouldn't walk in my shoes Wish someone told me Livin' this life would be lonely Tryna get away from the old me Still stuck singin' these blues All I really need is a little good news All I really need is a little— Somethin' bring me back to the middle All I really need is a little good news",17,22,17,36,2024,316,312,sadness,0.9627972841262817,0.006769545376300812,0.005420586094260216,0.006511651910841465,0.0036772822495549917,0.010190984234213829,0.9627972841262817,0.004632676485925913
Mutt,Leon Thomas,"She said, ""Take your time, what's the rush?"" I said, ""Baby, I'm a dog, I'm a mutt"" She said, ""Take your time, what's the rush?"" Oh I said, ""Baby, I'm a dog, I'm a mutt"" I'm a dog, I'm a mutt I can't smoke on reggie, so pardon my bluntness I see past pretty faces, so I got trouble trusting But I'll let my guard down for you Said I'll put my guard down for you Said I'll be vulnerable So you can break my heart if you want to She said, ""Take your time, what's the rush?"" I said, ""Baby, I'm a dog, I'm a mutt"" She said, ""Take your time, what's the rush?"" I said, ""Baby, I'm a dog, I'm a mutt"" I'm a dog, I'm a mutt New crib, told her, ""Come through,"" it's time to bring it in Thirty-two, like my pants size 'cause a nigga tried breaking in New condo, say your name at the front, you can stay if you want It's been one of those nights, one of those nights I ain't had in a minute It's been a minute, had to pop a shroom to recreate the feeling (Ooh, yeah) But it's never the same as the first time we did it First time we did it But I'll let my guard down for you (For you) Said I'll put my guard down for you Said I'll be vulnerable So you can break my heart if you want to (Oh) She said, ""Take your time, what's the rush?"" (Take your time, what's the rush?) I said, ""Baby, I'm a dog, I'm a mutt"" (Oh) She said, ""Take your time, what's the rush?"" Oh (The rush) I said, ""Baby, I'm a dog, I'm a mutt"" (Ooh) I'm a dog, I'm a mutt (Mutt, oh)",18,20,12,26,2024,304,301,fear,0.7655526995658875,0.06739840656518936,0.04216165095567703,0.7655526995658875,0.0034193419851362705,0.08680178970098495,0.027337638661265373,0.007328412961214781
How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI","Ugh, you came at a bad time But you just crossed the line You wanna get wild? Okay, I'll show you wild Better come right, better luck tryin', gettin' to our level 'Cause you might die, never the time, tryna start a battle Bleeding isn't in my blood, 뼈속부터 달라서 Beating you is what I do, do, do, yeah Body on body, I'm naughty, not even sorry And when you pull up, I'll pull up A little late to the party (La-la-la-la) Locked and loaded, I was born for this There ain't no point in avoiding it Annoyed? A bit 불을 비춰 다 비켜, 네 앞길을 뺏겨 Knocking you out like a lullaby Hear that sound ringing in your mind Better sit down for the show 'Cause I'm gonna show you How it's done, done, done (Hey) Huntrix don't miss How it's done, done, done (Hey) Huntrix don't quit How it's done, done, done Run, run, we run the town Whole world playin' our sound Turnin' up, it's goin' down Huntrix show this, how it's done, done, done Yeah, something about when you come for the crown That's so humbling, huh? 갑자기 왜 그래? 먼저 건드려, 왜? 이제야 포기해, what? Nothing to us, run up, you're done up, we come up From sunup to sundown, so come out to play Won either way, we're one in a million We kill 'em, like, really? You want it? Okay Heels, nails, blade, mascara Fit check for my napalm era Need to beat my face, make it cute and savage Mirror, mirror on my phone, who's the baddest? (Us, hello?) Knocking you out like a lullaby Hear that sound ringing in your mind Better sit down for the show 'Cause I'm gonna show you (I'm gonna show you) (I'm gonna show you) How it's done, done, done I don't talk, but I bite, full of venom (Uh) Spittin' facts, you know that's How it's done, done, done Okay, like, I know I ramble But when shootin' my words, I go Rambo Took blood, sweat, and tears, to look natural (Uh) That's how it's done, done, done Hear our voice unwavering 'Til our song defeats the night Makin' fear afraid to breathe 'Til the dark meets the light (How it's done, done, done) Run, run, we run the town (Done, done, done) Whole world playin' our sound (Done, done, done) Turnin' up, it's going down (Done, done, done) Huntrix, show this how it's done, done, done We hunt you down, down, down (Down) (Done, done, done) We got you now, now, now (Got you now) (Done, done, done) We show you how, how, how (Show you how) Huntrix, don't miss, how it's done, done, done",19,19,19,5,2025,491,451,fear,0.22422601282596588,0.19594506919384003,0.22206620872020721,0.22422601282596588,0.03362423554062843,0.10981753468513489,0.19370004534721375,0.020620843395590782
I Had Some Help,Post Malone Featuring Morgan Wallen,"You got a lotta nerve, don't you, baby? I only hit the curb 'cause you made me You're tellin' all your friends that I'm crazy Like I'm the only one Why'd you throw them stones if you Had a wild hair of your own or two? Livin' in your big glass house with a view I thought you knew I had some help It ain't like I can make this kinda mess all by myself Don't act like you ain't help me pull that bottle off the shelf Been deep in every weekend if you couldn't tell They say, ""Teamwork makes the dream work,"" hell, I had some help (Help) (Help) You thought I'd take the blame for us a-crumbling Go 'round like you ain't guilty of somethin' Already lost the game that you been runnin' Guess it's catchin' up to you, huh You think that you're so innocent After all the shit you did I ain't an angel, you ain't heaven-sent Can't wash our hands of this I had some help It ain't like I can make this kinda mess all by myself Don't act like you ain't help me pull that bottle off the shelf Been deep in every weekend if you couldn't tell They say, ""Teamwork makes the dream work,"" hell, I had some help (Help) (Help) (Help) (Help) It takes two to break a heart in two, ooh Baby, you blame me and, baby, I blame you Aw, if that ain't the truth (Oh) I had some help It ain't like I can make this kinda mess all by myself Don't act like you ain't help me pull that bottle off the shelf Been deep in every weekend if you couldn't tell They say, ""Teamwork makes the dream work,"" hell, I had some help (Help) (Help) (Help) (Help)",20,17,1,64,2024,345,302,anger,0.5799708962440491,0.5799708962440491,0.10373536497354507,0.053963303565979004,0.014532431028783321,0.08868598937988281,0.02767862007021904,0.1314333826303482
Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,"(Miami) It ain't nothin' like where I'm from, nah Yeah, I can't keep my gun in my truck in Miami They don't know my name at these bars And you can't even see any stars in Miami You got me MIA for a couple days now But it don't hit the same as my Tennessee town (Miami) Except for gettin' sand in my boots Ask yourself, ""What the hell is a redneck gon' do in Miami?"" Miami Yeah, yeah Mula Now it get cold in New Orleans, but temporary And she know that I'm colder than Refrigerator Perry And she don't wanna go to New Orleans 'cause I'm a Gator, so we go to south Beach, just say it's perfect 'fore our wedding, now stop sweating in a Cherokee, without the doors, don't get no sand in my Jeep I'm 'bout to call, she look at me like ""Nigga, please,"" so I please the bitch We up in Liv on Sunday, I'm like, ""Jesus, bitch"" Party in the 305, we so high, we go live, you're my C-O-bride Can't believe your eyes for eatin' that prime rib I eat so much shrimp, I got iodine poisonin' I can't even swim, but I could throw a yacht party We're real lit in Miami I'm like Will Smith in Miami I'm like Uncle Luke, Trick Daddy Me and Trina almost got married, shit Got a bando on Collins Can't see stars, just Star Island I got a target on my wallet, but like Morgan, boy, I'm wildin' in Miami (Miami) It ain't nothin' like where I'm from, nah (Nothin' like where I'm from) Yeah, I can't keep my gun in my truck in Miami (I still keep my gun) They don't know my name at these bars (They don't know my name) And you can't even see any stars inMiami You got me MIA for a couple days now But it don't hit the same as my Tennessee town (Miami, it don't hit the same) Except for gettin' sand in my boots (Yeah) Ask yourself, ""What the hell is a redneck gon' do in Miami?"" Yeah, ask yourself, ""What the hell is a nigga gon' do in Miami?"" (Maybach Music) Biggest boss, Ricky Rose, uh Feelin' good in my two seater Top down, it's too easy Yacht season in Miami Sun's out, too breezy Swimsuits on South Beach Condo for my side piece Change of plans, let's just shop Blue duffle bag, two hundred G's Life's short, so live fast Corvette with the rear rag Cry once, not twice Really hurt when my dad pass Make a toast, let's drink to it Still real with my day ones And I'm still down to die for you Pray for me when my day comes (Miami) It ain't nothin' like where I'm from, nah (Nothin' like where I'm from) Yeah, I can't keep my gun in my truck in Miami (I still keep my gun) They don't know my name at these bars (They don't know my name) And you can't even see any stars inMiami You got me MIA for a couple days now But it don't hit the same as my Tennessee town (Miami, it don't hit the same) Except for gettin' sand in my boots (Yeah) Ask yourself, ""What the hell is a redneck gon' do in Miami?"" Yeah, ask yourself, ""What the hell is a nigga gon' do in Miami?"" It ain't nothin' like where I'm from But like Morgan, boy, I'm wildin'",21,0,21,4,2025,586,583,neutral,0.2553575038909912,0.2137099802494049,0.24898356199264526,0.05927674099802971,0.012443440034985542,0.2553575038909912,0.11028048396110535,0.09994825720787048
Birds Of A Feather,Billie Eilish,"(But I wanna stay) I want you to stay 'Til I'm in the grave 'Til I rot away, dead and buried 'Til I'm in the casket you carry If you go, I'm goin' too, uh 'Cause it was always you (Alright) And if I'm turnin' blue, please don't save me Nothin' left to lose without my baby Birds of a feather, we should stick together, I know I said I'd never think I wasn't better alone Can't change the weather, might not be forever But if it's forever, it's even better And I don't know what I'm cryin' for I don't think I could love you more It might not be long, but baby, I I'll love you 'til the day that I die 'Til the day that I die 'Til the light leaves my eyes 'Til the day that I die I want you to see, hm How you look to me, hm You wouldn't believe if I told ya You would keep the compliments I throw ya But you're so full of shit, uh Tell me it's a bit, oh Say you don't see it, your mind's polluted Say you wanna quit, don't be stupid And I don't know what I'm cryin' for I don't think I could love you more It might not be long, but baby, I Don't wanna say goodbye Birds of a feather, we should stick together, I know ('Til the day that I die) I said I'd never think I wasn't better alone ('Til the light leaves my eyes) Can't change the weather, might not be forever ('Til the day that I die) But if it's forever, it's even better I knew you in another life You had that same look in your eyes I love you, don't act so surprised",22,18,2,63,2024,345,298,sadness,0.6396587491035461,0.055456649512052536,0.044399261474609375,0.0506180115044117,0.029284967109560966,0.16419462859630585,0.6396587491035461,0.016387712210416794
Which One,Drake & Central Cee,"Does my hair look beautiful? (Yeah) Do my titties look right? Think I can knock a boy off right now? All the girls that's here for the truth Come put both hands on the DJ booth Then wine your waist to the big man sound And I get too stiff 'cause that ting's too round, good God Make me lift up your gown, but your face so sweet, wanna spin you around If I go link gang, I'll bring you around If I go to the bar, I'll bring you a round Which one? Which one? You're not like the tings you're around You're a real good girl, so I'm ringin' you down But come to the bed, I'll fling you around, weh These guys can't make songs for the gyal dem Trust me, this how the single should sound Fuck anyone that's bringing you down Sweetheart, you're doing your thing right now, good God Yeah, all the girls that's here for the truth Come put two hands on the DJ booth Then wine your waist pon a real good yute dem You want Cench or your ex, which one? You want friends or success, which one? Tell the sound man, ""Spin this one"" Play this for the gyal dem party, dun God forbid a girl's tryna have fun I got X if you wanna take drugs Do you wanna have sex or do you wanna make love? Which one? Which one? Which one? Which— Got a fairy ting and I got a witch one A G'd up ting that I bring sticks 'round And I've got a good girl, good girl, snitch one Too many gyal, now I gotta switch one Turn the hotel to a twenty-V-one Three-sixty, my head got spun Junk in the trunk, can see it from front Girl, your body is tea, it's pain, I'm sprung Your backside weighin' you down, one ton I got a chopstick for your wonton Tell me what you want, what you really, really want Put a coin in the slot, ya just hit jackpot Ayy, all the girls that's here for the truth Come put two hands on the DJ booth Then wine your waist for the 6ix Side yute and Put your head inna the pillow, face first Face first, face first, face first Ayy, face first, face first Put your head inna the pillow, face first I'm in the jam, know the mandem, burst You got makeup on the white shirt I wanna fuck out your face and skrrt You need to throw that ting inna reverse Then work, work, work, work, work Yeah, work, work, work, work, work Your last man broke your heart and it hurts You could cry out ya eye and curse You want diamond watch, you want purse You don't need swimsuit, take off your shirt Bend your back, gyal, don't say a word Face of a angel, I come like church I can't wait, girl, I'm not a waiter But you're sexy, you still get served I'm at the Claridge's in London, burst Put your head inna the pillow, face first Yeah, all the girls that's here for the truth Come put two hands on the DJ booth Then wine your waist for the 6ix Side yute dem Ayy, you want Cench or your ex, which one? You want friends or success, which one? Tell the sound man, ""Spin this one"" Play this for the gyal dem party, dun",23,0,23,1,2025,582,578,neutral,0.3345223665237427,0.031946390867233276,0.21103818714618683,0.03383839130401611,0.05805778503417969,0.3345223665237427,0.03422258049249649,0.29637429118156433
